#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <prior id="lambdaPrior.rep1" name="distribution">
#            <parameter id="lambda" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.01</parameter>
#            <OneOnX id="OneOnX.2" name="distr"/>
#        </prior>
#        <distribution id="snapprior.rep1" lambda="@lambda" spec="snap.likelihood.SnAPPrior">
#            <parameter estimate="false" id="alpha" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter">11.75</parameter>
#            <parameter estimate="false" id="beta" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter">109.73</parameter>
#            <parameter estimate="false" id="kappa" lower="0.0" name="kappa" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <parameter id="coalescenceRate" name="coalescenceRate" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <tree clusterType="upgma" id="Tree.rep1" nodetype="snap.NodeData" spec="beast.util.ClusterTree">
#                <taxa dataType="integerdata" id="snap.rep1" spec="snap.Data">
#                    <taxonset id="A_coerulescens" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_coerulescens_396265" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_coerulescens_396264" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_californica" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_californica_333855" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_californica_333932" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_sumichrasti" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_sumichrasti_343510" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_sumichrasti_343511" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_insularis" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_insularis_334025" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_insularis_334029" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_woodhouseii_us" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_woodhouseii_334063" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_woodhouseii_334161" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_texana" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_woodhouseii_334244" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_woodhouseii_334230" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_woodhouseii_mex" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_woodhouseii_393702" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_woodhouseii_393697" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                </taxa>
#                <parameter id="RealParameter.0" lower="0.0" name="clock.rate" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </tree>
#        </distribution>
#        <prior id="uPrior.rep1" name="distribution">
#            <parameter id="u" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <OneOnX id="OneOnX.4" name="distr"/>
#        </prior>
#        <prior id="vPrior.rep1" name="distribution">
#            <parameter id="v" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <OneOnX id="OneOnX.5" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@snap.rep1" id="treeLikelihood.rep1" pattern="coalescenceRate" spec="snap.likelihood.SnAPTreeLikelihood" tree="@Tree.rep1">
#            <siteModel id="MutationSiteModel.rep1" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="shape" name="shape" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="proportionInvariant" name="proportionInvariant" spec="beast.core.parameter.RealParameter">0.0</parameter>
#                <substModel coalescenceRate="@coalescenceRate" id="MutationModel" mutationRateU="@u" mutationRateV="@v" spec="snap.likelihood.SnapSubstitutionModel"/>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	u	v	theta0	theta1	theta2	theta3	theta4	theta5	theta6	theta7	theta8	theta9	theta10	theta11	theta12	TreeHeightLogger
0	-17198.34898075024	-16508.371650656518	-689.9773300937246	1.0	1.0	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	5.0E-10
1000	-12812.67590261611	-12147.48741538481	-665.1884872313011	14.643540409612525	0.5176759137217221	0.0718576885111928	0.17605411464483828	0.08417420662637845	0.04975021445830162	0.25087064623618166	0.10840510036896056	0.22089528604153694	0.24756197081009848	0.1084519539206284	0.1176654707512365	0.035218045303426995	0.21752426296899502	0.04198819750135008	0.047187892004888904
2000	-12742.187466003656	-12070.519131956858	-671.6683340467974	14.509358607564842	0.517845213831917	0.07941835602620616	0.20649943212526395	0.10000393301429877	0.04135489801196767	0.29910021301937134	0.09212903918591926	0.2976311628986349	0.23944766274161058	0.17987060494690219	0.0379011406226705	0.07348215427561819	0.04864079868563537	0.0633017050191136	0.044983258379696085
3000	-12711.469370042267	-12052.703060895703	-658.7663091465636	14.107433570817374	0.518372310891611	0.0834684263574087	0.24573431075188243	0.10032746299508316	0.04171832853254493	0.22436267145997127	0.07255471083741816	0.18536526607621168	0.2534938638144957	0.17831254353556886	0.10644492100191702	0.10773969378966325	0.034432478449218165	0.10766023691216255	0.05533737521967968
4000	-12707.707455258238	-12048.15546256126	-659.551992696978	13.22162830903438	0.5196515724187964	0.09440678503656491	0.17688472374838973	0.11252717580320705	0.04954383659458208	0.22188290434481522	0.08167571014625567	0.32752574144578833	0.11198335311722027	0.22812409956756044	0.05648063120118238	0.09489763260687542	0.05817219907008965	0.06330453524397905	0.07094362483602877
5000	-12708.000782130617	-12049.455916162206	-658.5448659684116	12.659854945099703	0.5205594557771224	0.08683431338482475	0.26688023407854244	0.0917753676143514	0.04343880825006548	0.2924201712823136	0.07262120652314884	0.1925684507222084	0.1428847548062216	0.14759243643637948	0.052745874250556046	0.1292642298772609	0.07720380659848318	0.07137542064241965	0.06539667594845557
6000	-12697.854151142843	-12045.088965577914	-652.7651855649284	12.235406461241755	0.5213030542082773	0.09961964897762965	0.21897100450539128	0.11243092018836695	0.04613093455260152	0.20725012366792062	0.07773107178770972	0.2336959748891808	0.09858590524279676	0.20939419130592576	0.08050103435651862	0.1140648485369063	0.05813918958560835	0.058472107897752056	0.06977486450799372
7000	-12701.948771679643	-12044.752159741325	-657.196611938318	12.070446525460364	0.5216067719988061	0.11099732256360421	0.2096607091968315	0.10333504136565244	0.043216559454985426	0.2077466694661632	0.08089288977722334	0.26073642876410935	0.21161225661549435	0.22215914815011653	0.14769192070109316	0.11297550709157271	0.07424270106313732	0.04910120165999062	0.08259184088382451
8000	-12700.177927291063	-12049.640615871951	-650.5373114191117	13.233266903177192	0.5196336102824971	0.08913633342935107	0.19217650346688941	0.1174728515938408	0.03847768177181235	0.26350595439096364	0.06660062501556657	0.17893609519659795	0.09995666551301123	0.17410858481820843	0.13579288565190928	0.12182826769502234	0.059399840090348495	0.08034083705645553	0.06525822916324517
9000	-12702.180026202146	-12041.226837176235	-660.9531890259121	12.605753535822398	0.5206513373380863	0.08785582421139973	0.20488719156282084	0.11308895702751386	0.03704864919405536	0.2728863809716092	0.046719558673865486	0.20052800411176674	0.1960768359702091	0.2690653389703868	0.15703465652607404	0.1143687351482144	0.06349096332900113	0.10992326311966384	0.05779251154896884
10000	-12701.586634480787	-12050.127592249017	-651.4590422317697	12.135049751961613	0.5214868011164155	0.09207950168301622	0.24532127056705383	0.10060827970513274	0.04650852832291568	0.1842175461882341	0.07312950818301467	0.25362111979282614	0.20261347674811378	0.17208795346361871	0.10203220079197091	0.11432857110298622	0.08859625757158054	0.0998435830860846	0.06172814823445955
11000	-12699.297176185386	-12038.54794637674	-660.7492298086462	11.74075372054274	0.5222405015015247	0.09499587338104408	0.22952138704230565	0.12562640084448004	0.04163654753531331	0.3155195297102749	0.06812478515902684	0.2532190038059341	0.12053883434464892	0.24117568510611329	0.13253106482558685	0.09001186038862362	0.06951931871922325	0.08745650758929004	0.07092731340972618
12000	-12698.604833547319	-12047.867572829786	-650.7372607175337	12.682698263421743	0.5205209055165241	0.09733642531135978	0.2086861831048197	0.11062142123173979	0.04247956542799338	0.1646667128097517	0.09159365792119649	0.209977658756293	0.18452828422547393	0.23413138212975296	0.14501100005871745	0.12254156714290816	0.057612455392486085	0.06985233362483713	0.06614541877909648
