#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="snapprior.rep4" spec="snap.likelihood.SnAPPrior">
#            <parameter estimate="false" id="alpha" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter">11.75</parameter>
#            <parameter estimate="false" id="beta" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter">109.73</parameter>
#            <parameter estimate="false" id="kappa" lower="0.0" name="kappa" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <parameter id="coalescenceRate" name="coalescenceRate" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <parameter id="lambda" lower="0.0" name="lambda" spec="beast.core.parameter.RealParameter">0.01</parameter>
#            <tree clusterType="upgma" id="Tree.rep4" nodetype="snap.NodeData" spec="beast.util.ClusterTree">
#                <taxa dataType="integerdata" id="snap.rep4" spec="snap.Data">
#                    <taxonset id="A_coerulescens" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_coerulescens_396256" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_coerulescens_396263" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_californica" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_californica_333934" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_californica_343428" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_sumichrasti" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_sumichrasti_343502" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_sumichrasti_343515" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_insularis" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_insularis_334025" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_insularis_334032" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_woodhouseii_us" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_woodhouseii_334063" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_woodhouseii_334210" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_texana" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_woodhouseii_334247" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_woodhouseii_334250" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_woodhouseii_mex" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_woodhouseii_393606" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_woodhouseii_393702" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                </taxa>
#                <parameter id="RealParameter.0" lower="0.0" name="clock.rate" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </tree>
#        </distribution>
#        <prior id="lambdaPrior.rep4" name="distribution" x="@lambda">
#            <OneOnX id="OneOnX.2" name="distr"/>
#        </prior>
#        <prior id="uPrior.rep4" name="distribution">
#            <parameter id="u" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <OneOnX id="OneOnX.4" name="distr"/>
#        </prior>
#        <prior id="vPrior.rep4" name="distribution">
#            <parameter id="v" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <OneOnX id="OneOnX.5" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@snap.rep4" id="treeLikelihood.rep4" pattern="coalescenceRate" spec="snap.likelihood.SnAPTreeLikelihood" tree="@Tree.rep4">
#            <siteModel id="MutationSiteModel.rep4" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="shape" name="shape" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="proportionInvariant" name="proportionInvariant" spec="beast.core.parameter.RealParameter">0.0</parameter>
#                <substModel coalescenceRate="@coalescenceRate" id="MutationModel" mutationRateU="@u" mutationRateV="@v" spec="snap.likelihood.SnapSubstitutionModel"/>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	u	v	theta0	theta1	theta2	theta3	theta4	theta5	theta6	theta7	theta8	theta9	theta10	theta11	theta12	TreeHeightLogger
0	-16130.292814173774	-15439.640335814627	-690.6524783591467	1.0	1.0	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2140314232981558	0.2	0.2	0.2	0.2	5.0E-10
1000	-12262.98025398805	-11571.667186120461	-691.3130678675885	11.313642969670967	0.5231189434218584	0.09889804817781798	0.13181779630692855	0.04915734760478669	0.01038894368013382	0.1718882793259716	0.04486809005206045	0.19821582084121406	0.0855785916247518	0.17164541700134647	0.21232254358122843	0.2278893317365982	0.13487727169243016	0.34051296346443966	0.0590404474083743
2000	-12146.700931354253	-11482.877754568843	-663.8231767854107	12.213457883228973	0.5213429716905325	0.07158545269203011	0.15202959630158436	0.06369376283974645	0.015311280817899581	0.22440986578971148	0.060219904754557414	0.20091525467356913	0.24350858262163022	0.0992357117728319	0.13172349122056862	0.13888997439258532	0.16301228929266537	0.049064715731160925	0.06354743374796848
3000	-12142.175036928404	-11463.81555721055	-678.3594797178534	12.50124996517828	0.5208311634809188	0.0858821267369045	0.20863038262245176	0.05366772932524845	0.01553673168280134	0.2677842707624941	0.09082716729241518	0.2920566937720601	0.27713902608619867	0.21663728759906414	0.2259842619079321	0.13807020893296795	0.1192427458792563	0.06956676639496069	0.06577035548914495
4000	-12130.016983194515	-11454.760808907055	-675.2561742874607	12.680160633599954	0.520525180867513	0.08101435191797615	0.1797687471935874	0.05332255595242087	0.01670795179944567	0.3136626259141385	0.0777442319592581	0.28678515050577136	0.30736660775312463	0.10034856213797524	0.08200327776451584	0.1366477946921507	0.08143213680358106	0.08374740827673531	0.057239904717381926
5000	-12131.739154583523	-11446.271659374965	-685.467495208558	13.179322826598069	0.5197171413189009	0.07958723610022442	0.19354460236858642	0.0780235770854142	0.020765802810079663	0.31246453515459405	0.08060655733112185	0.2948749001430811	0.3769011263801015	0.13436685249332436	0.1065313095695625	0.21867024499640975	0.05307182754443908	0.04835090449960544	0.06711061586050829
6000	-12131.714646927201	-11468.360145107996	-663.3545018192045	13.436245606219838	0.5193255452632871	0.0695729562495309	0.1675357417936375	0.055119494042758475	0.018481172277748457	0.21204261905213836	0.06639990797339322	0.2032058482879816	0.2753542475554255	0.09451866062709974	0.1252136332374125	0.19304795958454904	0.12259192360729998	0.0658091330088187	0.055638298693842694
7000	-12091.540589200866	-11435.823927356952	-655.7166618439124	13.417917754914692	0.5193529642116576	0.0898663315023356	0.20623930420058034	0.11038552315518751	0.03990086385279781	0.2800500374064948	0.07938371843228077	0.25996102791388626	0.13192326359571172	0.057440455310315594	0.08662809243475991	0.15430956171052373	0.09489403118038657	0.06781929335892946	0.058980201349896476
8000	-12089.318064354644	-11430.434118674097	-658.8839456805463	14.344683646124755	0.5180574729181319	0.08510016333934219	0.18849228057255368	0.12489927875469979	0.02885684875812917	0.23303953960637694	0.0790211505020656	0.23947656696286232	0.22823209400572428	0.10847653390507457	0.10863930645709861	0.18312268452512123	0.05931550648055198	0.05175692725101114	0.05412233603172245
9000	-12088.294345511036	-11422.053475447228	-666.2408700638085	13.138573964182921	0.5197807126586027	0.08061717319267754	0.1816276319099179	0.1348236525910331	0.026155978250746836	0.2713078166972333	0.06384731356215752	0.3003641159496712	0.23970398244723462	0.11332949296635492	0.10087559540258019	0.189285775475857	0.07795459322901668	0.05659671621393262	0.06265329371952487
10000	-12088.937732543129	-11423.870064474724	-665.0676680684041	13.135724484300987	0.519785173403441	0.07776980729235172	0.13572925602128552	0.11895895411382443	0.025473545942567226	0.19466924087766485	0.07086205052954717	0.28386285109988196	0.2810971568694006	0.15047652695249777	0.15997482127812815	0.216552197377811	0.06419077466355642	0.05833129131719786	0.05580186025439674
11000	-12091.112824257438	-11427.177019229839	-663.9358050275981	13.165381554055802	0.5197388447346021	0.08528899128951703	0.11060030052951184	0.13627442539617776	0.02013507270775763	0.26118361746274893	0.06391154796499117	0.2797562124038357	0.252938664430604	0.11014139202732266	0.12385108520106115	0.18073263027648334	0.06453157463651735	0.10409875160951713	0.055490888249942354
12000	-12093.065293706102	-11422.391599341394	-670.673694364708	13.165381554055802	0.5197388447346021	0.08103225243019252	0.14317818158559714	0.10205065402379668	0.019679136827947998	0.20021633176953987	0.053522567138398286	0.27628679770448383	0.25077728163380053	0.068002498396398	0.10789071501451979	0.2527319433155839	0.06168544571617365	0.05174861350701149	0.05878955958574569
