#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="snapprior.rep2" spec="snap.likelihood.SnAPPrior">
#            <parameter estimate="false" id="alpha" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter">11.75</parameter>
#            <parameter estimate="false" id="beta" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter">109.73</parameter>
#            <parameter estimate="false" id="kappa" lower="0.0" name="kappa" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <parameter id="coalescenceRate" name="coalescenceRate" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <parameter id="lambda" lower="0.0" name="lambda" spec="beast.core.parameter.RealParameter">0.01</parameter>
#            <tree clusterType="upgma" id="Tree.rep2" nodetype="snap.NodeData" spec="beast.util.ClusterTree">
#                <taxa dataType="integerdata" id="snap.rep2" spec="snap.Data">
#                    <taxonset id="A_coerulescens" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_coerulescens_396256" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_coerulescens_396251" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_californica" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_californica_334017" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_californica_333874" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_sumichrasti" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_sumichrasti_343512" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_sumichrasti_343502" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_insularis" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_insularis_334025" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_insularis_334034" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_woodhouseii_us" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_woodhouseii_334171" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_woodhouseii_334153" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_texana" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_woodhouseii_334244" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_woodhouseii_334242" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="A_woodhouseii_mex" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="A_woodhouseii_343458" spec="beast.evolution.alignment.Taxon"/>
#                        <taxon id="A_woodhouseii_393702" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                </taxa>
#                <parameter id="RealParameter.0" lower="0.0" name="clock.rate" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </tree>
#        </distribution>
#        <prior id="lambdaPrior.rep2" name="distribution" x="@lambda">
#            <OneOnX id="OneOnX.2" name="distr"/>
#        </prior>
#        <prior id="uPrior.rep2" name="distribution">
#            <parameter id="u" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <OneOnX id="OneOnX.4" name="distr"/>
#        </prior>
#        <prior id="vPrior.rep2" name="distribution">
#            <parameter id="v" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <OneOnX id="OneOnX.5" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@snap.rep2" id="treeLikelihood.rep2" pattern="coalescenceRate" spec="snap.likelihood.SnAPTreeLikelihood" tree="@Tree.rep2">
#            <siteModel id="MutationSiteModel.rep2" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="shape" name="shape" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="proportionInvariant" name="proportionInvariant" spec="beast.core.parameter.RealParameter">0.0</parameter>
#                <substModel coalescenceRate="@coalescenceRate" id="MutationModel" mutationRateU="@u" mutationRateV="@v" spec="snap.likelihood.SnapSubstitutionModel"/>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	u	v	theta0	theta1	theta2	theta3	theta4	theta5	theta6	theta7	theta8	theta9	theta10	theta11	theta12	TreeHeightLogger
0	-16585.424409268195	-15895.447079174472	-689.9773300937246	1.0	1.0	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	5.0E-10
1000	-12449.45985096077	-11796.007224374316	-653.4526265864539	12.8895154366486	0.5201783517102284	0.07257543009300545	0.09283431033210611	0.09511889441990291	0.036312939872070085	0.21061093658784105	0.13670687577592913	0.2466232240764352	0.16426392709614454	0.18503334576673522	0.1055340174019335	0.07113960113399799	0.076855067651374	0.09860685578583814	0.04031078528653156
2000	-12368.323776150646	-11712.250738587043	-656.0730375636024	13.437174657895508	0.5193241574463421	0.07917160909000091	0.149810369883363	0.08765222604969448	0.03918143169792942	0.30589230144302915	0.16374121258698593	0.2376242514174369	0.16348516171625432	0.13884891361219706	0.22177729676817393	0.08278669625687582	0.06342748042781496	0.12914566031058547	0.051370472616685973
3000	-12358.451183906333	-11706.627026704014	-651.8241572023187	13.031163272496327	0.519950262762014	0.09229182922385851	0.14853364641069042	0.09704862386308495	0.037404889798296946	0.19271748651122278	0.10925131857932323	0.3039691039161862	0.13540203008551843	0.11748421094969544	0.17569901367573337	0.08476486786151091	0.05734136018954512	0.09713518972555277	0.053917431664743304
4000	-12339.833756491951	-11695.571006952345	-644.2627495396065	13.409905328352423	0.5193649754697237	0.10148740258360087	0.16593313599766168	0.10604568115303313	0.048801029863309385	0.20893307568345176	0.08730129972228826	0.22695900896046708	0.11361101990725365	0.18414774039022838	0.14987285646594978	0.08779028164218056	0.07503813166758046	0.09186701082632924	0.06129443596868728
5000	-12337.658301638221	-11687.965573196647	-649.6927284415739	12.352344640895744	0.5210928729778402	0.09717819340886726	0.16789829483141996	0.10099143962237493	0.03829236377423855	0.297287636567169	0.11122883364815729	0.2412440161277473	0.14015457986907287	0.16573282112361884	0.12006515238853056	0.12038028340729473	0.08397053842151603	0.10356674987486247	0.06129071887744857
6000	-12340.99892147169	-11683.774715461639	-657.2242060100507	13.11816088595969	0.5198127129824582	0.08843113101191627	0.1604550753872062	0.1160529206461842	0.035084122413258395	0.26996394303002047	0.1261901615662967	0.3110903291092202	0.10345098780152537	0.10002223950265769	0.18515700037109115	0.12332724888076872	0.07354485031982137	0.07721738396200908	0.06727907461749726
7000	-12339.594978776764	-11691.583320219255	-648.0116585575088	12.987743051565406	0.5200196303661662	0.09986602662087261	0.16461320551890285	0.10543271220246964	0.03792590798787549	0.25297866659564633	0.11358373188463138	0.2373194759419132	0.17234315601973724	0.09859563039229775	0.11610947390216951	0.10987535531733911	0.06832042673268338	0.10879053601257448	0.04954766769597957
8000	-12339.26577347521	-11694.000491791123	-645.265281684088	12.56800235801307	0.5207159389419577	0.0921325238779248	0.18524414552443583	0.132622454304405	0.041474550201004864	0.2130578403999551	0.14124467314797734	0.18837821216718598	0.11894470235003579	0.12721265936149234	0.16629333192423598	0.08448841812211909	0.08023638511960361	0.07256212437783	0.05988528212134433
9000	-12335.9552172483	-11685.908691362567	-650.046525885733	13.79009134944947	0.5188110068942721	0.08729165543656418	0.11173981969034447	0.1031366241625903	0.028407125844297356	0.1779242981310854	0.11101509208252414	0.24991098075996335	0.13461071117218745	0.1699351673362442	0.20842636760851627	0.09221936946459999	0.06428614361651867	0.07837541658448452	0.05138135205929803
10000	-12330.819774328043	-11673.791600036342	-657.0281742917018	12.335597477765887	0.521122719023661	0.12579652737632277	0.145383889029911	0.10863951045027934	0.030376455832755223	0.2286404353685612	0.09845879389744222	0.21164561229488635	0.26860513619740994	0.11242648616717867	0.23063178571717202	0.14096059315546566	0.05646485264799334	0.08259043628881918	0.058049474117125334
11000	-12324.65370702181	-11677.36276862932	-647.2909383924881	12.25922729021563	0.5212599003174311	0.09547264817347564	0.17272394132313942	0.12368113776982566	0.03808349490822715	0.21830880562966387	0.07828841337391847	0.20520321244207407	0.1819159531619587	0.13635019515049107	0.10878927522478046	0.06710864639547813	0.06337109151994387	0.10412834785226031	0.054087221083168824
12000	-12324.005220725516	-11676.560275634096	-647.4449450914204	12.518448688653086	0.5208013535254372	0.10366791537194517	0.19022941406390245	0.11531917033573914	0.03456840941961204	0.1890753777785853	0.08275796446386587	0.21221126091901735	0.18400496275131323	0.10579619128951412	0.12605346023738326	0.141283028130569	0.0732582734889081	0.06510505175678967	0.06735592999147018
