# Stacks v2.41;  Phylip interleaved; December 09, 2020
# Locus ID	LocusCnt	Sequence position	Length
194	1	1	96	Pseudochr1	1239357
271	2	97	97	Pseudochr1	1468604
1254	3	194	97	Pseudochr1	4162923
1340	4	291	96	Pseudochr1	4293423
1674	5	387	96	Pseudochr1	4922277
1736	6	483	96	Pseudochr1	5055163
2151	7	579	97	Pseudochr1	5752118
2344	8	676	97	Pseudochr1	6193423
2635	9	773	96	Pseudochr1	6540314
3170	10	869	97	Pseudochr1	7324972
3233	11	966	96	Pseudochr1	7398387
3269	12	1062	96	Pseudochr1	7446414
3321	13	1158	96	Pseudochr1	7516221
3563	14	1254	97	Pseudochr1	7854261
3797	15	1351	96	Pseudochr1	8153724
3868	16	1447	96	Pseudochr1	8230381
4288	17	1543	96	Pseudochr1	8836959
4641	18	1639	97	Pseudochr1	9300658
5139	19	1736	96	Pseudochr1	10018844
5408	20	1832	96	Pseudochr1	10523166
5521	21	1928	99	Pseudochr1	10682485
5655	22	2027	97	Pseudochr1	10927514
6004	23	2124	97	Pseudochr1	11375715
6104	24	2221	96	Pseudochr1	11497062
6227	25	2317	96	Pseudochr1	11637892
6348	26	2413	96	Pseudochr1	11867696
6666	27	2509	97	Pseudochr1	12332112
6746	28	2606	96	Pseudochr1	12460510
7319	29	2702	96	Pseudochr1	13372492
7374	30	2798	97	Pseudochr1	13473223
7436	31	2895	97	Pseudochr1	13573464
7521	32	2992	96	Pseudochr1	13703690
7910	33	3088	97	Pseudochr1	14265942
8111	34	3185	96	Pseudochr1	14549621
8299	35	3281	96	Pseudochr1	14790361
8430	36	3377	97	Pseudochr1	14942981
8533	37	3474	97	Pseudochr1	15083563
8860	38	3571	96	Pseudochr1	15540958
9054	39	3667	97	Pseudochr1	15785030
9214	40	3764	96	Pseudochr1	15984410
9221	41	3860	97	Pseudochr1	15986964
9284	42	3957	96	Pseudochr1	16063719
9446	43	4053	96	Pseudochr1	16197126
9621	44	4149	102	Pseudochr1	16414393
10018	45	4251	96	Pseudochr1	16868634
10025	46	4347	99	Pseudochr1	16870851
10525	47	4446	96	Pseudochr1	17479812
10865	48	4542	97	Pseudochr1	17850214
11258	49	4639	97	Pseudochr1	18335420
11274	50	4736	97	Pseudochr1	18355082
11433	51	4833	96	Pseudochr1	18530737
11463	52	4929	96	Pseudochr1	18568173
11986	53	5025	96	Pseudochr1	19302439
12146	54	5121	97	Pseudochr1	19623868
12198	55	5218	96	Pseudochr1	19689104
12290	56	5314	96	Pseudochr1	19844011
12334	57	5410	100	Pseudochr1	19909526
12533	58	5510	97	Pseudochr1	20230442
12676	59	5607	97	Pseudochr1	20490931
12763	60	5704	95	Pseudochr1	20644713
12866	61	5799	96	Pseudochr1	20816767
12878	62	5895	96	Pseudochr1	20830101
12897	63	5991	96	Pseudochr1	20870969
13099	64	6087	96	Pseudochr1	21193800
13115	65	6183	97	Pseudochr1	21217070
13122	66	6280	97	Pseudochr1	21219355
13589	67	6377	96	Pseudochr1	21784285
13643	68	6473	96	Pseudochr1	21864587
13699	69	6569	98	Pseudochr1	21921896
13858	70	6667	97	Pseudochr1	22112914
14033	71	6764	99	Pseudochr1	22299553
14189	72	6863	101	Pseudochr1	22524029
14782	73	6964	96	Pseudochr1	23417717
14929	74	7060	96	Pseudochr1	23613611
15365	75	7156	97	Pseudochr1	24199405
15501	76	7253	97	Pseudochr1	24429189
15871	77	7350	96	Pseudochr1	24982139
16055	78	7446	96	Pseudochr1	25173046
16947	79	7542	96	Pseudochr1	26320769
17056	80	7638	97	Pseudochr1	26409342
17284	81	7735	96	Pseudochr1	26743225
17665	82	7831	96	Pseudochr1	27171112
17722	83	7927	97	Pseudochr1	27235590
18004	84	8024	96	Pseudochr1	27643201
18180	85	8120	99	Pseudochr1	27850495
18225	86	8219	97	Pseudochr1	27882909
18527	87	8316	96	Pseudochr1	28228630
18662	88	8412	97	Pseudochr1	28372947
18712	89	8509	97	Pseudochr1	28440118
18780	90	8606	104	Pseudochr1	28522955
20097	91	8710	97	Pseudochr1	30512203
20761	92	8807	97	Pseudochr1	31213507
20826	93	8904	97	Pseudochr1	31265631
21323	94	9001	97	Pseudochr1	31853520
21354	95	9098	96	Pseudochr1	31895884
21381	96	9194	101	Pseudochr1	31919733
21565	97	9295	97	Pseudochr1	32155478
21649	98	9392	96	Pseudochr1	32271957
21675	99	9488	97	Pseudochr1	32296650
21680	100	9585	96	Pseudochr1	32297659
21779	101	9681	97	Pseudochr1	32431815
21920	102	9778	96	Pseudochr1	32554191
22139	103	9874	100	Pseudochr1	32834205
22597	104	9974	97	Pseudochr1	33331902
22726	105	10071	99	Pseudochr1	33471737
22739	106	10170	97	Pseudochr1	33481193
22789	107	10267	97	Pseudochr1	33524674
23297	108	10364	96	Pseudochr1	34072900
23420	109	10460	96	Pseudochr1	34230076
23452	110	10556	96	Pseudochr1	34257081
23576	111	10652	96	Pseudochr1	34404228
23952	112	10748	96	Pseudochr1	34937740
24251	113	10844	96	Pseudochr1	35366127
24255	114	10940	97	Pseudochr1	35369904
24455	115	11037	96	Pseudochr1	35671980
24960	116	11133	98	Pseudochr1	36511585
24964	117	11231	98	Pseudochr1	36514800
25003	118	11329	98	Pseudochr1	36559032
25310	119	11427	96	Pseudochr1	37051213
25635	120	11523	97	Pseudochr1	37471032
25653	121	11620	96	Pseudochr1	37494719
25739	122	11716	96	Pseudochr1	37598206
26009	123	11812	96	Pseudochr1	37913798
26047	124	11908	97	Pseudochr1	37957827
26128	125	12005	96	Pseudochr1	38035886
26304	126	12101	97	Pseudochr1	38268994
26377	127	12198	97	Pseudochr1	38334890
26789	128	12295	97	Pseudochr1	38813854
27527	129	12392	97	Pseudochr1	39710864
27557	130	12489	97	Pseudochr1	39748806
27596	131	12586	96	Pseudochr1	39771721
28044	132	12682	96	Pseudochr1	40275400
28175	133	12778	103	Pseudochr1	40448121
28507	134	12881	98	Pseudochr1	40802877
29149	135	12979	96	Pseudochr1	41741497
29187	136	13075	97	Pseudochr1	41776376
29274	137	13172	97	Pseudochr1	41870733
29494	138	13269	96	Pseudochr1	42122520
29678	139	13365	96	Pseudochr1	42381932
29767	140	13461	96	Pseudochr1	42501974
29997	141	13557	96	Pseudochr1	42826946
30825	142	13653	96	Pseudochr1	44030165
30871	143	13749	96	Pseudochr1	44078310
30922	144	13845	97	Pseudochr1	44130514
31795	145	13942	96	Pseudochr1	45511897
31927	146	14038	95	Pseudochr1	45748413
31932	147	14133	96	Pseudochr1	45753064
32409	148	14229	96	Pseudochr1	46548921
32426	149	14325	96	Pseudochr1	46566185
32527	150	14421	96	Pseudochr1	46680788
32802	151	14517	96	Pseudochr1	47044692
33006	152	14613	97	Pseudochr1	47269597
33398	153	14710	96	Pseudochr1	47744035
33612	154	14806	97	Pseudochr1	48013595
33644	155	14903	98	Pseudochr1	48033540
33830	156	15001	99	Pseudochr1	48330018
